date,plant_id,unit_id,maintenance_type,component,cost_usd,duration_hours,status,technician_id,confidence_score
2024-04-25,Plant-A,Blast-Furnace-2,Scheduled,Sensor,1468.98,50,Completed,Tech-233,0.716
2024-03-08,Plant-D,Rolling-Mill,Corrective,Motor,23182.45,59,Completed,Tech-548,0.81
2024-06-10,Plant-A,BOF-Converter,Predictive,Conveyor Belt,83519.24,42,Scheduled,Tech-646,0.73
2024-04-06,Plant-C,Coke-Oven,Corrective,Bearing,51148.07,45,Completed,Tech-351,0.666
2024-02-12,Plant-D,BOF-Converter,Emergency,Compressor,32665.72,30,Scheduled,Tech-836,0.833
2024-06-15,Plant-B,BOF-Converter,Preventive,Conveyor Belt,73224.04,37,Completed,Tech-580,0.839
2024-05-02,Plant-C,Coke-Oven,Scheduled,Motor,48382.16,17,Completed,Tech-533,0.638
2024-01-20,Plant-D,BOF-Converter,Preventive,Compressor,12713.5,51,Completed,Tech-876,0.804
2024-05-04,Plant-C,Sinter-Plant,Predictive,Motor,75405.96,59,Completed,Tech-293,0.716
2024-01-04,Plant-B,Sinter-Plant,Scheduled,Pump,25280.64,60,Scheduled,Tech-319,0.671
2024-05-08,Plant-D,Rolling-Mill,Scheduled,Valve,68879.07,13,Scheduled,Tech-388,0.941
2024-06-17,Plant-A,Blast-Furnace-1,Preventive,Bearing,6736.05,55,Scheduled,Tech-345,0.913
2024-05-14,Plant-C,BOF-Converter,Emergency,Motor,61400.41,7,Completed,Tech-726,0.982
2024-04-01,Plant-C,BOF-Converter,Preventive,Compressor,32789.92,70,Scheduled,Tech-376,0.953
2024-02-10,Plant-B,Blast-Furnace-1,Corrective,Bearing,48502.91,21,Completed,Tech-538,0.893
2024-06-19,Plant-B,Sinter-Plant,Corrective,Motor,13883.75,2,Completed,Tech-683,0.925
2024-04-14,Plant-C,Rolling-Mill,Preventive,Heat Exchanger,809.83,47,Scheduled,Tech-108,0.572
2024-02-26,Plant-A,Blast-Furnace-2,Emergency,Bearing,79336.19,52,Completed,Tech-857,0.765
2024-06-16,Plant-C,Rolling-Mill,Preventive,Bearing,50710.09,15,Completed,Tech-169,0.744
2024-05-20,Plant-B,Coke-Oven,Scheduled,Compressor,71894.41,12,Completed,Tech-593,0.653
2024-02-05,Plant-B,Sinter-Plant,Preventive,Conveyor Belt,80421.85,4,Completed,Tech-984,0.955
2024-05-21,Plant-B,Sinter-Plant,Preventive,Compressor,9888.91,50,Completed,Tech-787,0.814
2024-06-22,Plant-C,Sinter-Plant,Predictive,Sensor,29202.71,7,Completed,Tech-459,0.718
2024-04-27,Plant-B,Blast-Furnace-1,Scheduled,Compressor,6127.46,1,Completed,Tech-930,0.85
2024-03-14,Plant-B,Blast-Furnace-1,Preventive,Bearing,25271.98,37,Completed,Tech-569,0.635
2024-05-13,Plant-C,Sinter-Plant,Preventive,Conveyor Belt,66113.67,66,Scheduled,Tech-614,0.78
2024-05-23,Plant-B,Blast-Furnace-1,Preventive,Pump,65051.11,12,In Progress,Tech-124,0.852
2024-06-27,Plant-B,BOF-Converter,Corrective,Valve,50967.86,12,Scheduled,Tech-482,0.768
2024-01-19,Plant-A,BOF-Converter,Predictive,Sensor,70664.42,57,Scheduled,Tech-283,0.872
2024-06-27,Plant-D,Sinter-Plant,Preventive,Heat Exchanger,18241.09,27,Completed,Tech-282,0.893
2024-02-18,Plant-D,Blast-Furnace-2,Emergency,Sensor,82359.3,69,Completed,Tech-792,0.587
2024-03-29,Plant-A,BOF-Converter,Preventive,Conveyor Belt,34466.34,35,Completed,Tech-673,0.738
2024-03-30,Plant-A,Rolling-Mill,Corrective,Bearing,71528.07,39,Completed,Tech-196,0.787
2024-02-21,Plant-D,BOF-Converter,Corrective,Conveyor Belt,19774.49,24,Scheduled,Tech-763,0.63
2024-04-16,Plant-D,Rolling-Mill,Scheduled,Valve,52694.28,46,In Progress,Tech-425,0.889
2024-06-03,Plant-A,Blast-Furnace-1,Predictive,Sensor,81436.45,54,Overdue,Tech-332,0.846
2024-06-22,Plant-B,Rolling-Mill,Scheduled,Conveyor Belt,2307.91,4,Completed,Tech-736,0.876
2024-05-23,Plant-C,Blast-Furnace-2,Emergency,Motor,53735.27,19,Completed,Tech-589,0.628
2024-01-15,Plant-D,BOF-Converter,Scheduled,Heat Exchanger,48020.13,3,Completed,Tech-453,0.907
2024-02-09,Plant-D,BOF-Converter,Predictive,Motor,64824.42,53,Completed,Tech-215,0.806
2024-06-06,Plant-A,BOF-Converter,Corrective,Pump,42713.42,34,Overdue,Tech-326,0.779
2024-05-20,Plant-B,Blast-Furnace-2,Emergency,Sensor,55789.36,60,Completed,Tech-144,0.606
2024-04-19,Plant-B,Blast-Furnace-1,Preventive,Pump,58225.89,61,Scheduled,Tech-828,0.883
2024-01-09,Plant-C,Sinter-Plant,Corrective,Valve,1618.09,67,Scheduled,Tech-983,0.741
2024-03-07,Plant-A,Coke-Oven,Predictive,Compressor,71618.13,21,Completed,Tech-833,0.924
2024-02-24,Plant-A,Sinter-Plant,Scheduled,Compressor,25809.59,43,Completed,Tech-307,0.594
2024-03-01,Plant-B,Coke-Oven,Emergency,Compressor,47718.94,1,Completed,Tech-725,0.784
2024-02-26,Plant-B,BOF-Converter,Scheduled,Valve,29971.45,7,Completed,Tech-985,0.711
2024-01-11,Plant-C,Blast-Furnace-1,Emergency,Pump,11573.66,19,Completed,Tech-685,0.811
2024-03-29,Plant-D,Sinter-Plant,Predictive,Conveyor Belt,13597.22,24,In Progress,Tech-574,0.862
2024-02-27,Plant-B,Blast-Furnace-1,Emergency,Valve,40561.53,53,Completed,Tech-229,0.631
2024-01-24,Plant-D,Rolling-Mill,Scheduled,Bearing,32994.68,55,In Progress,Tech-673,0.644
2024-04-09,Plant-B,Blast-Furnace-2,Emergency,Conveyor Belt,31071.89,48,Completed,Tech-816,0.572
2024-05-22,Plant-D,Blast-Furnace-2,Corrective,Pump,79009.86,15,In Progress,Tech-149,0.7
2024-02-17,Plant-C,Blast-Furnace-1,Scheduled,Bearing,31756.72,36,Completed,Tech-353,0.555
2024-05-15,Plant-C,Sinter-Plant,Predictive,Conveyor Belt,26735.44,25,In Progress,Tech-130,0.914
2024-06-22,Plant-D,BOF-Converter,Corrective,Heat Exchanger,53360.08,67,Completed,Tech-952,0.746
2024-05-07,Plant-A,BOF-Converter,Preventive,Heat Exchanger,58356.66,57,Completed,Tech-749,0.666
2024-02-29,Plant-B,BOF-Converter,Emergency,Valve,46770.67,68,Scheduled,Tech-156,0.673
2024-06-23,Plant-D,BOF-Converter,Predictive,Sensor,39524.84,56,Completed,Tech-692,0.814
2024-01-25,Plant-B,Blast-Furnace-1,Preventive,Conveyor Belt,65455.77,48,Completed,Tech-787,0.699
2024-03-16,Plant-D,Sinter-Plant,Emergency,Sensor,67992.07,4,Completed,Tech-369,0.848
2024-06-15,Plant-B,Sinter-Plant,Preventive,Compressor,3389.71,42,Completed,Tech-425,0.741
2024-03-15,Plant-A,Blast-Furnace-1,Emergency,Sensor,48127.75,27,Scheduled,Tech-441,0.648
2024-06-20,Plant-C,Coke-Oven,Preventive,Motor,55845.24,38,In Progress,Tech-395,0.803
2024-02-18,Plant-B,Sinter-Plant,Emergency,Sensor,72368.83,43,Scheduled,Tech-767,0.807
2024-04-07,Plant-D,Sinter-Plant,Corrective,Conveyor Belt,59574.67,14,Completed,Tech-175,0.811
2024-06-13,Plant-D,Blast-Furnace-1,Corrective,Heat Exchanger,19093.32,32,Completed,Tech-906,0.924
2024-04-27,Plant-C,Sinter-Plant,Scheduled,Bearing,22204.76,30,In Progress,Tech-960,0.582
2024-01-10,Plant-D,BOF-Converter,Preventive,Compressor,66655.28,43,Scheduled,Tech-330,0.901
2024-04-28,Plant-A,Blast-Furnace-1,Scheduled,Valve,29194.9,49,Scheduled,Tech-181,0.655
2024-05-30,Plant-C,Blast-Furnace-2,Emergency,Valve,43009.71,52,Completed,Tech-364,0.763
2024-01-25,Plant-B,Blast-Furnace-2,Scheduled,Motor,28841.07,72,Completed,Tech-510,0.63
2024-04-18,Plant-C,Blast-Furnace-1,Predictive,Pump,38833.93,26,Scheduled,Tech-979,0.874
2024-03-10,Plant-B,Coke-Oven,Corrective,Valve,30542.65,70,Scheduled,Tech-817,0.942
2024-03-13,Plant-C,Blast-Furnace-1,Corrective,Heat Exchanger,42688.05,60,Scheduled,Tech-953,0.587
2024-04-04,Plant-D,BOF-Converter,Preventive,Motor,42039.76,34,Completed,Tech-767,0.97
2024-03-10,Plant-A,Blast-Furnace-1,Predictive,Valve,6274.27,27,Scheduled,Tech-762,0.937
2024-02-11,Plant-A,Sinter-Plant,Emergency,Heat Exchanger,22699.91,53,Completed,Tech-851,0.953
2024-03-12,Plant-A,Blast-Furnace-2,Predictive,Conveyor Belt,7604.82,69,In Progress,Tech-194,0.705
2024-06-21,Plant-B,BOF-Converter,Emergency,Valve,46138.51,2,Overdue,Tech-288,0.597
2024-04-12,Plant-D,BOF-Converter,Emergency,Motor,77430.51,68,Completed,Tech-578,0.648
2024-02-15,Plant-A,Blast-Furnace-2,Corrective,Motor,66667.36,2,Completed,Tech-852,0.573
2024-06-07,Plant-D,BOF-Converter,Preventive,Valve,37836.99,42,In Progress,Tech-595,0.976
2024-04-04,Plant-D,BOF-Converter,Predictive,Pump,78105.12,44,Completed,Tech-691,0.929
2024-03-10,Plant-B,Blast-Furnace-1,Preventive,Motor,21782.41,55,Overdue,Tech-420,0.58
2024-06-22,Plant-A,Rolling-Mill,Predictive,Sensor,54002.83,71,Scheduled,Tech-251,0.6
2024-06-23,Plant-D,Coke-Oven,Corrective,Bearing,5727.54,4,Completed,Tech-472,0.985
2024-06-07,Plant-D,Blast-Furnace-1,Scheduled,Compressor,65352.68,31,Completed,Tech-171,0.975
2024-05-27,Plant-C,BOF-Converter,Corrective,Heat Exchanger,66806.84,30,In Progress,Tech-141,0.62
2024-02-26,Plant-A,Rolling-Mill,Emergency,Motor,55003.81,70,In Progress,Tech-181,0.596
2024-06-04,Plant-D,Blast-Furnace-1,Preventive,Compressor,42396.44,7,Completed,Tech-442,0.624
2024-04-18,Plant-B,Sinter-Plant,Emergency,Motor,73270.09,66,In Progress,Tech-336,0.981
2024-03-11,Plant-D,Blast-Furnace-1,Emergency,Valve,20681.96,14,Completed,Tech-667,0.591
2024-01-11,Plant-D,Blast-Furnace-1,Emergency,Sensor,54040.61,51,Completed,Tech-586,0.985
2024-06-01,Plant-B,Blast-Furnace-2,Scheduled,Bearing,52286.78,55,Scheduled,Tech-409,0.751
2024-06-04,Plant-D,Sinter-Plant,Corrective,Valve,37790.21,70,Completed,Tech-589,0.902
2024-04-24,Plant-D,BOF-Converter,Preventive,Heat Exchanger,55155.53,61,Scheduled,Tech-122,0.779
2024-01-02,Plant-B,Blast-Furnace-2,Scheduled,Heat Exchanger,68511.32,60,Scheduled,Tech-297,0.7
2024-06-13,Plant-A,Blast-Furnace-1,Preventive,Pump,29035.52,60,Completed,Tech-459,0.875
2024-06-29,Plant-A,Coke-Oven,Corrective,Heat Exchanger,76581.9,69,Scheduled,Tech-570,0.83
2024-01-30,Plant-C,BOF-Converter,Emergency,Sensor,38776.08,35,Scheduled,Tech-489,0.823
2024-03-12,Plant-B,BOF-Converter,Predictive,Compressor,12116.99,36,Overdue,Tech-524,0.762
2024-02-22,Plant-D,Blast-Furnace-2,Corrective,Valve,66910.08,13,In Progress,Tech-854,0.579
2024-05-25,Plant-C,Sinter-Plant,Predictive,Pump,52948.19,62,In Progress,Tech-647,0.686
2024-05-10,Plant-A,Coke-Oven,Scheduled,Bearing,33232.37,27,Completed,Tech-103,0.86
2024-02-12,Plant-A,BOF-Converter,Scheduled,Conveyor Belt,57824.46,55,Completed,Tech-674,0.929
2024-05-14,Plant-B,Blast-Furnace-2,Predictive,Valve,79263.08,14,Completed,Tech-497,0.659
2024-04-13,Plant-C,Rolling-Mill,Scheduled,Conveyor Belt,33649.32,26,Overdue,Tech-887,0.808
2024-05-23,Plant-B,Rolling-Mill,Scheduled,Sensor,27533.88,64,Scheduled,Tech-265,0.897
2024-02-13,Plant-B,Coke-Oven,Predictive,Bearing,56976.56,66,Overdue,Tech-711,0.86
2024-05-01,Plant-C,Rolling-Mill,Emergency,Heat Exchanger,39999.14,49,Scheduled,Tech-773,0.893
2024-02-11,Plant-C,Coke-Oven,Preventive,Conveyor Belt,20773.31,32,In Progress,Tech-619,0.774
2024-04-24,Plant-B,Sinter-Plant,Predictive,Sensor,40140.95,53,In Progress,Tech-527,0.658
2024-02-13,Plant-C,Blast-Furnace-2,Predictive,Motor,74571.86,52,Completed,Tech-411,0.983
2024-06-22,Plant-C,Rolling-Mill,Emergency,Sensor,36033.13,26,Scheduled,Tech-198,0.834
2024-03-12,Plant-D,Coke-Oven,Scheduled,Pump,39086.28,42,In Progress,Tech-559,0.899
2024-04-27,Plant-C,Blast-Furnace-2,Predictive,Conveyor Belt,23868.0,2,Overdue,Tech-901,0.571
2024-06-27,Plant-B,Sinter-Plant,Preventive,Bearing,82011.05,71,Completed,Tech-519,0.663
2024-04-15,Plant-D,Blast-Furnace-1,Emergency,Motor,29001.34,9,Overdue,Tech-437,0.618
2024-03-27,Plant-C,Coke-Oven,Predictive,Heat Exchanger,65922.32,35,Completed,Tech-430,0.569
2024-05-12,Plant-C,Coke-Oven,Predictive,Motor,49854.75,27,Scheduled,Tech-286,0.835
2024-06-08,Plant-A,Coke-Oven,Emergency,Pump,38888.21,12,In Progress,Tech-609,0.985
2024-04-19,Plant-A,Sinter-Plant,Preventive,Conveyor Belt,9730.66,48,Completed,Tech-486,0.911
2024-06-19,Plant-B,Rolling-Mill,Corrective,Compressor,61702.91,33,Completed,Tech-438,0.766
2024-01-14,Plant-D,Blast-Furnace-2,Emergency,Heat Exchanger,54460.61,36,Completed,Tech-414,0.589
2024-01-11,Plant-D,Rolling-Mill,Corrective,Conveyor Belt,62521.23,71,Completed,Tech-869,0.658
2024-01-13,Plant-B,BOF-Converter,Predictive,Heat Exchanger,20120.49,34,Completed,Tech-614,0.67
2024-01-01,Plant-B,Blast-Furnace-1,Scheduled,Pump,78557.26,5,Completed,Tech-714,0.919
2024-02-17,Plant-A,BOF-Converter,Emergency,Conveyor Belt,19685.6,59,Completed,Tech-677,0.942
2024-05-07,Plant-D,Blast-Furnace-1,Preventive,Sensor,78541.48,4,Completed,Tech-942,0.863
2024-02-05,Plant-B,Blast-Furnace-2,Emergency,Bearing,81403.09,38,Scheduled,Tech-499,0.609
2024-05-18,Plant-B,Blast-Furnace-2,Emergency,Motor,62356.37,45,Completed,Tech-629,0.758
2024-06-05,Plant-C,Blast-Furnace-1,Corrective,Valve,11591.53,59,Overdue,Tech-762,0.763
2024-03-02,Plant-C,Coke-Oven,Emergency,Motor,69021.02,63,Overdue,Tech-443,0.863
2024-05-02,Plant-C,Blast-Furnace-1,Predictive,Conveyor Belt,38132.96,28,Completed,Tech-565,0.69
2024-01-25,Plant-A,BOF-Converter,Preventive,Compressor,38096.1,40,Scheduled,Tech-465,0.822
2024-04-03,Plant-D,Rolling-Mill,Predictive,Pump,11274.99,10,Completed,Tech-863,0.788
2024-04-24,Plant-B,Rolling-Mill,Predictive,Pump,35643.65,71,Scheduled,Tech-681,0.668
2024-06-25,Plant-B,Rolling-Mill,Emergency,Sensor,2090.13,41,Overdue,Tech-217,0.878
2024-04-08,Plant-C,Coke-Oven,Preventive,Heat Exchanger,76780.61,28,Completed,Tech-959,0.677
2024-04-05,Plant-D,Rolling-Mill,Preventive,Valve,71692.3,69,Scheduled,Tech-433,0.909
2024-05-27,Plant-B,Blast-Furnace-1,Preventive,Sensor,69848.87,1,Completed,Tech-448,0.677
2024-06-24,Plant-C,BOF-Converter,Corrective,Bearing,49256.99,4,Scheduled,Tech-326,0.665
2024-01-28,Plant-A,Blast-Furnace-1,Preventive,Bearing,7375.31,10,Overdue,Tech-319,0.767
2024-02-16,Plant-B,Blast-Furnace-1,Preventive,Pump,63654.58,69,Overdue,Tech-816,0.759
2024-03-15,Plant-A,Rolling-Mill,Preventive,Pump,60601.49,29,Completed,Tech-952,0.721
2024-03-21,Plant-B,Coke-Oven,Emergency,Conveyor Belt,32260.76,44,Completed,Tech-769,0.576
2024-03-02,Plant-A,Sinter-Plant,Preventive,Compressor,58170.4,50,Completed,Tech-576,0.904
2024-02-07,Plant-C,Blast-Furnace-1,Emergency,Heat Exchanger,70531.4,22,Completed,Tech-810,0.689
2024-06-05,Plant-D,Blast-Furnace-2,Corrective,Compressor,82714.75,26,Completed,Tech-757,0.721
2024-05-26,Plant-D,Blast-Furnace-2,Predictive,Compressor,18425.16,46,Overdue,Tech-739,0.795
2024-05-10,Plant-C,BOF-Converter,Predictive,Valve,73689.56,42,Scheduled,Tech-292,0.948
2024-03-16,Plant-B,BOF-Converter,Predictive,Pump,41644.05,7,Completed,Tech-895,0.617
2024-03-16,Plant-A,Sinter-Plant,Emergency,Heat Exchanger,29810.95,5,Completed,Tech-945,0.556
2024-01-01,Plant-D,Blast-Furnace-2,Scheduled,Valve,55323.51,39,In Progress,Tech-357,0.58
2024-01-30,Plant-C,Coke-Oven,Emergency,Compressor,83967.32,7,In Progress,Tech-677,0.817
2024-03-19,Plant-A,Rolling-Mill,Preventive,Sensor,5292.0,4,Completed,Tech-179,0.839
2024-03-24,Plant-B,Sinter-Plant,Emergency,Conveyor Belt,15232.63,60,Completed,Tech-185,0.858
2024-05-24,Plant-B,Blast-Furnace-1,Preventive,Compressor,17491.47,9,Scheduled,Tech-872,0.858
2024-06-03,Plant-A,Sinter-Plant,Corrective,Conveyor Belt,53311.58,25,Overdue,Tech-139,0.835
2024-04-20,Plant-D,Sinter-Plant,Preventive,Sensor,71615.25,54,Scheduled,Tech-532,0.604
2024-04-22,Plant-C,BOF-Converter,Emergency,Sensor,51291.09,41,Completed,Tech-327,0.762
2024-03-13,Plant-C,Blast-Furnace-2,Corrective,Compressor,16708.93,58,Completed,Tech-124,0.691
2024-03-21,Plant-A,BOF-Converter,Preventive,Heat Exchanger,33865.45,22,Completed,Tech-289,0.583
2024-04-21,Plant-A,Blast-Furnace-2,Predictive,Bearing,39316.03,23,Completed,Tech-583,0.658
2024-01-29,Plant-A,BOF-Converter,Preventive,Bearing,2318.47,51,Overdue,Tech-119,0.706
2024-05-31,Plant-C,Sinter-Plant,Corrective,Conveyor Belt,22834.0,16,Completed,Tech-919,0.943
2024-02-12,Plant-C,Blast-Furnace-1,Corrective,Pump,63350.95,35,Completed,Tech-454,0.923
2024-03-21,Plant-B,Sinter-Plant,Predictive,Heat Exchanger,82556.07,27,Completed,Tech-579,0.868
2024-04-02,Plant-B,Blast-Furnace-2,Predictive,Bearing,72371.38,21,Scheduled,Tech-661,0.678
2024-03-10,Plant-C,BOF-Converter,Predictive,Bearing,34517.2,29,Completed,Tech-198,0.928
2024-05-02,Plant-B,Coke-Oven,Corrective,Compressor,60016.05,18,In Progress,Tech-322,0.94
2024-03-11,Plant-A,Rolling-Mill,Corrective,Pump,74699.58,14,Completed,Tech-697,0.847
